COMMON_NAME,SPECIES_CODE
Bearded Vulture,lammer1
Egyptian Vulture,egyvul1
Hook-billed Kite,hobkit
Gray-headed Kite,grhkit1
White-collared Kite,whckit1
European Honey-buzzard,euhbuz1
Barred Honey-buzzard,bahbuz1
Oriental Honey-buzzard,orihob2
Swallow-tailed Kite,swtkit
Black-breasted Kite,bkbkit1
Long-tailed Honey-buzzard,lthbuz1
Black Honey-buzzard,blhbuz1
Square-tailed Kite,sqtkit1
African Cuckoo-Hawk,afrcuh1
Madagascar Cuckoo-Hawk,madcuh1
Jerdon's Baza,jerbaz1
Pacific Baza,pacbaz1
Black Baza,blabaz1
Red-headed Vulture,rehvul1
White-headed Vulture,whhvul1
Cinereous Vulture,cinvul1
Lappet-faced Vulture,lafvul1
Hooded Vulture,hoovul1
White-backed Vulture,whbvul1
White-rumped Vulture,whrvul1
Indian Vulture,indvul1
Slender-billed Vulture,slbvul1
Rüppell's Griffon,ruegri1
Himalayan Griffon,himgri1
Eurasian Griffon,eurgri1
Cape Griffon,capgri1
Nicobar Serpent-Eagle,nicsee1
Sulawesi Serpent-Eagle,suseag1
Mountain Serpent-Eagle,moseag1
Crested Serpent-Eagle,crseag1
Philippine Serpent-Eagle,phseag1
Andaman Serpent-Eagle,anseag1
Great Philippine Eagle,grpeag1
Bateleur,batele1
Congo Serpent-Eagle,coseag1
Short-toed Snake-Eagle,shteag1
Beaudouin's Snake-Eagle,beasne1
Black-breasted Snake-Eagle,bkbsne1
Brown Snake-Eagle,brseag1
Fasciated Snake-Eagle,faseag1
Banded Snake-Eagle,baseag1
Bat Hawk,bathaw1
New Guinea Eagle,negeag1
Crested Eagle,creeag1
Harpy Eagle,hareag1
Crowned Eagle,crheag1
Changeable Hawk-Eagle,chahae1
Crested Hawk-Eagle,crehae1
Flores Hawk-Eagle,flohae1
Mountain Hawk-Eagle,mouhae1
Legge's Hawk-Eagle,mouhae2
Blyth's Hawk-Eagle,blyhae1
Javan Hawk-Eagle,javhae1
Sulawesi Hawk-Eagle,sulhae1
Philippine Hawk-Eagle,phihae1
Pinsker's Hawk-Eagle,pinhae1
Wallace's Hawk-Eagle,walhae1
Martial Eagle,mareag1
Rufous-bellied Eagle,rubeag2
Black Hawk-Eagle,blheag1
Ornate Hawk-Eagle,orheag1
Black-and-white Hawk-Eagle,bawhae1
Black-and-chestnut Eagle,baceag2
Long-crested Eagle,loceag1
Black Eagle,blaeag1
Lesser Spotted Eagle,leseag1
Indian Spotted Eagle,inseag1
Greater Spotted Eagle,grseag1
Wahlberg's Eagle,waheag3
Booted Eagle,booeag1
Pygmy Eagle,liteag3
Little Eagle,liteag1
Ayres's Hawk-Eagle,ayheag1
Tawny Eagle,taweag1
Steppe Eagle,steeag1
Spanish Eagle,spaeag1
Imperial Eagle,impeag1
Gurney's Eagle,gureag1
Golden Eagle,goleag
Wedge-tailed Eagle,weteag1
Cassin's Hawk-Eagle,cashae1
Verreaux's Eagle,vereag1
Bonelli's Eagle,boneag2
African Hawk-Eagle,afrhae1
Lizard Buzzard,lizbuz1
Dark Chanting-Goshawk,dacgos1
Eastern Chanting-Goshawk,eacgos1
Pale Chanting-Goshawk,pacgos1
Gabar Goshawk,gabgos2
Black-collared Hawk,blchaw1
Snail Kite,snakit
Slender-billed Kite,slbkit1
Double-toothed Kite,dotkit1
Rufous-thighed Kite,rutkit1
Mississippi Kite,miskit
Plumbeous Kite,plukit1
Grasshopper Buzzard,grabuz1
White-eyed Buzzard,whebuz1
Rufous-winged Buzzard,ruwbuz1
Gray-faced Buzzard,gyfbuz1
Eurasian Marsh-Harrier,wemhar1
African Marsh-Harrier,afmhar1
Eastern Marsh-Harrier,eamhar1
Swamp Harrier,swahar1
Reunion Harrier,reuhar1
Long-winged Harrier,lowhar1
Spotted Harrier,spohar1
Black Harrier,blahar1
Cinereous Harrier,cinhar1
Hen Harrier,norhar1
Northern Harrier,norhar2
Pallid Harrier,palhar1
Pied Harrier,piehar1
Montagu's Harrier,monhar1
Gray-bellied Hawk,gybhaw1
Crested Goshawk,cregos1
Sulawesi Goshawk,sulgos1
Red-chested Goshawk,recgos1
African Goshawk,afrgos1
Chestnut-flanked Sparrowhawk,chfspa1
Shikra,shikra1
Nicobar Sparrowhawk,nicspa1
Levant Sparrowhawk,levspa1
Chinese Sparrowhawk,grfhaw1
Frances's Goshawk,fragos2
Spot-tailed Goshawk,sptgos1
Variable Goshawk,vargos1
Gray Goshawk,grygos1
Brown Goshawk,brogos1
Black-mantled Goshawk,blmgos1
Pied Goshawk,piegos1
New Caledonia Goshawk,necgos1
Fiji Goshawk,fijgos1
Moluccan Goshawk,molgos1
Slaty-mantled Goshawk,slmgos1
Imitator Sparrowhawk,imispa1
Gray-headed Goshawk,gyhgos1
New Britain Goshawk,nebgos1
Tiny Hawk,tinhaw1
Semicollared Hawk,semhaw2
Red-thighed Sparrowhawk,retspa1
Little Sparrowhawk,litspa1
Japanese Sparrowhawk,japspa1
Small Sparrowhawk,smaspa1
Besra,besra1
Rufous-necked Sparrowhawk,runspa1
Collared Sparrowhawk,colspa1
New Britain Sparrowhawk,nebspa1
Vinous-breasted Sparrowhawk,vibspa1
Madagascar Sparrowhawk,madspa1
Ovambo Sparrowhawk,ovaspa2
Eurasian Sparrowhawk,eurspa1
Rufous-chested Sparrowhawk,rucspa2
Sharp-shinned Hawk,shshaw
Cooper's Hawk,coohaw
Gundlach's Hawk,gunhaw1
Bicolored Hawk,bichaw1
Black Goshawk,blagos1
Henst's Goshawk,hengos1
Northern Goshawk,norgos
Meyer's Goshawk,meygos1
Chestnut-shouldered Goshawk,chsgos1
Red Goshawk,redgos1
Doria's Goshawk,dorgos1
Long-tailed Hawk,lothaw1
Red Kite,redkit1
Black Kite,blakit1
Whistling Kite,whikit1
Brahminy Kite,brakit1
Bald Eagle,baleag
White-tailed Eagle,whteag
Pallas's Fish-Eagle,pafeag1
Steller's Sea-Eagle,stseag
White-bellied Sea-Eagle,wbseag1
Sanford's Sea-Eagle,solsee1
African Fish-Eagle,affeag1
Madagascar Fish-Eagle,mafeag1
Lesser Fish-Eagle,lefeag1
Gray-headed Fish-Eagle,gyhfie1
Crane Hawk,crahaw
Plumbeous Hawk,pluhaw
Slate-colored Hawk,slchaw2
Common Black Hawk,comblh1
Cuban Black Hawk,cubblh1
Rufous Crab Hawk,ruchaw1
Savanna Hawk,savhaw1
White-necked Hawk,whnhaw2
Great Black Hawk,grbhaw1
Solitary Eagle,soleag1
Chaco Eagle,croeag1
Barred Hawk,barhaw1
Roadside Hawk,roahaw
Harris's Hawk,hrshaw
White-rumped Hawk,whrhaw1
White-tailed Hawk,whthaw
Variable Hawk,rebhaw2
Black-chested Buzzard-Eagle,bcbeag1
Mantled Hawk,manhaw2
White Hawk,whihaw1
Gray-backed Hawk,gybhaw2
Semiplumbeous Hawk,semhaw
Black-faced Hawk,blfhaw1
White-browed Hawk,whbhaw2
Gray Hawk,gryhaw2
Gray-lined Hawk,gryhaw3
Red-shouldered Hawk,reshaw
Ridgway's Hawk,ridhaw1
Broad-winged Hawk,brwhaw
Hawaiian Hawk,hawhaw
Short-tailed Hawk,shthaw
White-throated Hawk,whthaw1
Swainson's Hawk,swahaw
Galapagos Hawk,galhaw1
Zone-tailed Hawk,zothaw
Rufous-tailed Hawk,ruthaw1
Red-tailed Hawk,rethaw
Rough-legged Hawk,rolhaw
Ferruginous Hawk,ferhaw
Common Buzzard,combuz1
Himalayan Buzzard,combuz9
Eastern Buzzard,combuz6
Mountain Buzzard,moubuz2
Forest Buzzard,moubuz3
Madagascar Buzzard,madbuz1
Cape Verde Buzzard,combuz4
Socotra Buzzard,socbuz1
Long-legged Buzzard,lolbuz1
Upland Buzzard,uplbuz1
Red-necked Buzzard,renbuz1
Augur Buzzard,augbuz1
Archer's Buzzard,arcbuz1
Jackal Buzzard,jacbuz1
Great Bustard,grebus1
Arabian Bustard,arabus1
Kori Bustard,korbus1
Indian Bustard,indbus1
Australian Bustard,ausbus1
Houbara Bustard,houbus1
Macqueen's Bustard,macbus1
Ludwig's Bustard,ludbus1
Denham's Bustard,stabus1
Heuglin's Bustard,heubus1
Nubian Bustard,nubbus1
White-bellied Bustard,whbbus2
Blue Bustard,blubus1
Karoo Bustard,karbus1
Rüppell's Bustard,ruebus1
Little Brown Bustard,libbus1
Savile's Bustard,savbus1
Buff-crested Bustard,bucbus1
Red-crested Bustard,recbus1
Black Bustard,blabus3
White-quilled Bustard,whqbus1
Black-bellied Bustard,bkbbus1
Hartlaub's Bustard,harbus2
Bengal Florican,benflo2
Lesser Florican,lesflo2
Little Bustard,litbus1
White-breasted Mesite,whbmes2
Brown Mesite,bromes1
Subdesert Mesite,submes1
Kagu,kagu1
Sunbittern,sunbit1
Nkulengu Rail,nkurai1
Swinhoe's Rail,swirai1
Yellow Rail,yelrai
Speckled Rail,sperai1
Ocellated Crake,ocecra1
Chestnut Forest-Rail,chfrai1
White-striped Forest-Rail,wsfrai1
Forbes's Rail,forrai1
Mayr's Rail,mayrai1
Red-necked Crake,rencra1
Andaman Crake,andcra1
Red-legged Crake,relcra1
Slaty-legged Crake,sllcra1
Yellow-breasted Crake,yebcra1
Rusty-flanked Crake,rufcra2
Rufous-sided Crake,ruscra1
Ruddy Crake,rudcra1
White-throated Crake,whtcra1
Gray-breasted Crake,grbcra1
Galapagos Rail,galrai1
Black Rail,blkrai
Red-and-white Crake,rawcra1
Rufous-faced Crake,rufcra1
Woodford's Rail,woorai1
Bar-winged Rail,bawrai1
Weka,weka1
New Caledonian Rail,necrai1
Lord Howe Rail,lohrai1
Okinawa Rail,okirai1
Tahiti Rail,tahrai1
Buff-banded Rail,bubrai1
Chatham Islands Rail,chirai1
Dieffenbach's Rail,dierai1
New Britain Rail,nebrai1
Guam Rail,guarai1
Wake Island Rail,wairai1
Barred Rail,barrai1
Calayan Rail,calrai1
Roviana Rail,rovrai1
Slaty-breasted Rail,slbrai1
Corn Crake,corcra
Rouget's Rail,rourai1
Snoring Rail,plarai1
Inaccessible Island Rail,inirai1
Ridgway's Rail,ridrai1
Aztec Rail,kinrai2
Mangrove Rail,manrai1
King Rail,kinrai4
Clapper Rail,clarai11
Plain-flanked Rail,plfrai1
Virginia Rail,virrai
Bogota Rail,bograi1
Austral Rail,ausrai1
Water Rail,watrai1
Brown-cheeked Rail,bncrai1
African Rail,afrrai1
Madagascar Rail,madrai1
Luzon Rail,luzrai1
Lewin's Rail,lewrai1
Auckland Islands Rail,auirai1
White-throated Rail,whtrai1
African Crake,afrcra1
Giant Wood-Rail,giwrai1
Brown Wood-Rail,brwrai1
Little Wood-Rail,liwrai1
Rufous-necked Wood-Rail,rnwrai1
Russet-naped Wood-Rail,runwor1
Gray-cowled Wood-Rail,gycwor1
Red-winged Wood-Rail,rwwrai1
Slaty-breasted Wood-Rail,sbwrai1
Uniform Crake,unicra1
Blue-faced Rail,bafrai2
Bare-eyed Rail,baerai1
Talaud Rail,talrai1
Isabelline Bush-hen,isabuh1
Plain Bush-hen,plabuh1
White-breasted Waterhen,whbwat1
Talaud Bush-hen,talbuh1
Rufous-tailed Bush-hen,rutbuh1
White-browed Crake,whbcra1
Striped Crake,strcra1
Chestnut-headed Crake,chhcra1
Russet-crowned Crake,ruccra1
Black-banded Crake,blbcra1
Sora,sora
Spotted Crake,spocra1
Australian Crake,auscra1
Dot-winged Crake,dowcra1
Ruddy-breasted Crake,rubcra1
Band-bellied Crake,babcra1
Brown Crake,brocra1
Black Crake,blacra1
Little Crake,litcra1
Baillon's Crake,baicra1
Laysan Rail,layrai
Sakalava Rail,sakrai1
Black-tailed Crake,bltcra1
Hawaiian Rail,hawrai
Henderson Island Crake,heicra1
Spotless Crake,spocra2
Kosrae Crake,koscra1
Spot-flanked Gallinule,spfgal1
Ash-throated Crake,astcra1
Colombian Crake,colcra2
Paint-billed Crake,pabcra
Zapata Rail,zaprai1
Spotted Rail,sporai
Blackish Rail,blarai1
Plumbeous Rail,plurai1
Invisible Rail,invrai1
Chestnut Rail,cherai1
New Guinea Flightless Rail,ngfrai1
Watercock,waterc1
Allen's Gallinule,allgal1
Purple Gallinule,purgal2
Azure Gallinule,azugal1
Western Swamphen,purswa1
Black-backed Swamphen,purswa4
African Swamphen,purswa2
South Island Takahe,takahe3
North Island Takahe,takahe2
Australasian Swamphen,purswa6
Philippine Swamphen,purswa5
Lord Howe Swamphen,lohswa1
Gray-headed Swamphen,purswa3
Makira Moorhen,sacmoo1
Tristan Moorhen,trimoo1
Eurasian Moorhen,commoo3
Common Gallinule,comgal1
Dusky Moorhen,dusmoo1
Lesser Moorhen,lesmoo1
Samoan Moorhen,sammoo1
Black-tailed Nativehen,btnhen1
Tasmanian Nativehen,tanhen1
Red-knobbed Coot,rekcoo1
Red-gartered Coot,regcoo1
Red-fronted Coot,refcoo1
Giant Coot,giacoo1
Horned Coot,horcoo1
Eurasian Coot,eurcoo
Hawaiian Coot,hawcoo
American Coot,y00475
Slate-colored Coot,slccoo1
White-winged Coot,whwcoo1
Gray-throated Rail,gytrai1
Madagascar Wood-Rail,madwor1
Tsingy Wood-Rail,tsiwor1
White-spotted Flufftail,whsflu1
Buff-spotted Flufftail,busflu1
Red-chested Flufftail,recflu1
Chestnut-headed Flufftail,chhflu1
Streaky-breasted Flufftail,stbflu1
Striped Flufftail,strflu1
Madagascar Flufftail,madflu1
White-winged Flufftail,whwflu1
Slender-billed Flufftail,slbflu1
African Finfoot,afrfin1
Masked Finfoot,masfin3
Sungrebe,sungre1
Limpkin,limpki
Gray-winged Trumpeter,gywtru1
Pale-winged Trumpeter,pawtru2
Dark-winged Trumpeter,dawtru1
Gray Crowned-Crane,grccra1
Black Crowned-Crane,blccra1
Demoiselle Crane,demcra1
Blue Crane,blucra2
Wattled Crane,watcra2
Siberian Crane,sibcra1
Sandhill Crane,sancra
Sarus Crane,sarcra1
Brolga,brolga1
White-naped Crane,whncra1
Common Crane,comcra
Hooded Crane,hoocra1
Whooping Crane,whocra
Black-necked Crane,blncra1
Red-crowned Crane,reccra1
Snowy Sheathbill,snoshe2
Black-faced Sheathbill,blfshe1
Magellanic Plover,magplo1
Water Thick-knee,watkne1
Eurasian Thick-knee,eutkne1
Indian Thick-knee,indthk1
Senegal Thick-knee,setkne1
Spotted Thick-knee,sptkne1
Double-striped Thick-knee,dstkne
Peruvian Thick-knee,petkne1
Bush Thick-knee,butkne1
Great Thick-knee,grtkne1
Beach Thick-knee,beathk1
Egyptian Plover,egyplo1
Black-winged Stilt,bkwsti
Pied Stilt,piesti1
Black Stilt,blasti1
Black-necked Stilt,bknsti
Banded Stilt,bansti1
Pied Avocet,pieavo1
Red-necked Avocet,renavo1
Andean Avocet,andavo1
American Avocet,ameavo
Ibisbill,ibisbi1
Eurasian Oystercatcher,euroys1
Pied Oystercatcher,pieoys1
South Island Oystercatcher,soioys1
Chatham Oystercatcher,chaoys1
Variable Oystercatcher,varoys1
Sooty Oystercatcher,soooys1
American Oystercatcher,ameoys
African Oystercatcher,afroys1
Canarian Oystercatcher,canoys1
Blackish Oystercatcher,blaoys1
Magellanic Oystercatcher,magoys1
Black Oystercatcher,blkoys
Black-bellied Plover,bkbplo
European Golden-Plover,eugplo
American Golden-Plover,amgplo
Pacific Golden-Plover,pagplo
Tawny-throated Dotterel,tatdot1
Northern Lapwing,norlap
Long-toed Lapwing,lotlap1
Blacksmith Lapwing,blaplo1
Spur-winged Lapwing,spwlap1
River Lapwing,rivlap1
Yellow-wattled Lapwing,yewlap2
Black-headed Lapwing,blhlap1
White-headed Lapwing,whhlap1
Senegal Lapwing,senlap1
Black-winged Lapwing,blwlap1
Crowned Lapwing,crolap1
Wattled Lapwing,watlap1
Spot-breasted Lapwing,spblap1
Brown-chested Lapwing,brclap1
Gray-headed Lapwing,gyhlap1
Red-wattled Lapwing,rewlap1
Javan Lapwing,sunlap1
Banded Lapwing,banlap1
Masked Lapwing,maslap1
Sociable Lapwing,soclap1
White-tailed Lapwing,whtlap1
Pied Lapwing,pielap1
Southern Lapwing,soulap1
Andean Lapwing,andlap1
Red-breasted Dotterel,rebdot1
Lesser Sand-Plover,lesplo
Greater Sand-Plover,grsplo
Caspian Plover,casplo1
Collared Plover,colplo1
Puna Plover,punplo1
Two-banded Plover,twbplo1
Double-banded Plover,dobplo1
Kittlitz's Plover,kitplo1
Red-capped Plover,recplo1
Malaysian Plover,malplo1
Kentish Plover,kenplo1
Snowy Plover,snoplo5
Javan Plover,javplo1
Wilson's Plover,wilplo
Common Ringed Plover,corplo
Semipalmated Plover,semplo
Long-billed Plover,lobplo1
Piping Plover,pipplo
Madagascar Plover,madplo1
Little Ringed Plover,lirplo
Three-banded Plover,thbplo1
Forbes's Plover,forplo1
White-fronted Plover,whfplo1
Chestnut-banded Plover,chbplo1
Killdeer,killde
Mountain Plover,mouplo
Oriental Plover,oriplo1
Eurasian Dotterel,eurdot
St. Helena Plover,sthplo1
Rufous-chested Dotterel,rucdot1
Red-kneed Dotterel,rekdot1
Hooded Plover,hooplo2
Shore Plover,shoplo1
Black-fronted Dotterel,blfdot1
Inland Dotterel,inldot2
Wrybill,wrybil1
Diademed Sandpiper-Plover,diaplo1
Plains-wanderer,plawan1
Rufous-bellied Seedsnipe,rubsee2
White-bellied Seedsnipe,whbsee2
Gray-breasted Seedsnipe,gybsee1
Least Seedsnipe,leasee1
Greater Painted-Snipe,grpsni1
Australian Painted-Snipe,auspas1
South American Painted-Snipe,soapas1
Lesser Jacana,lesjac1
African Jacana,afrjac1
Madagascar Jacana,madjac1
Comb-crested Jacana,cocjac1
Pheasant-tailed Jacana,phtjac1
Bronze-winged Jacana,brwjac1
Northern Jacana,norjac
Wattled Jacana,watjac1
Upland Sandpiper,uplsan
Bristle-thighed Curlew,brtcur
Whimbrel,whimbr
Little Curlew,litcur
Eskimo Curlew,eskcur
Long-billed Curlew,lobcur
Far Eastern Curlew,faecur
Slender-billed Curlew,slbcur
Eurasian Curlew,eurcur
Bar-tailed Godwit,batgod
Black-tailed Godwit,bktgod
Hudsonian Godwit,hudgod
Marbled Godwit,margod
Ruddy Turnstone,rudtur
Black Turnstone,blktur
Kiritimati Sandpiper,kirsan1
White-winged Sandpiper,whwsan1
Moorea Sandpiper,moosan1
Tuamotu Sandpiper,tuasan1
Great Knot,grekno
Red Knot,redkno
Surfbird,surfbi
Ruff,ruff
Broad-billed Sandpiper,brbsan
Sharp-tailed Sandpiper,shtsan
Stilt Sandpiper,stisan
Curlew Sandpiper,cursan
Temminck's Stint,temsti
Long-toed Stint,lotsti
Spoon-billed Sandpiper,spbsan1
Red-necked Stint,rensti
Sanderling,sander
Dunlin,dunlin
Rock Sandpiper,rocsan
Purple Sandpiper,pursan
Baird's Sandpiper,baisan
Little Stint,litsti
Least Sandpiper,leasan
White-rumped Sandpiper,whrsan
Buff-breasted Sandpiper,bubsan
Pectoral Sandpiper,pecsan
Semipalmated Sandpiper,semsan
Western Sandpiper,wessan
Asian Dowitcher,asidow1
Short-billed Dowitcher,shbdow
Long-billed Dowitcher,lobdow
Jack Snipe,jacsni
Eurasian Woodcock,eurwoo
Amami Woodcock,amawoo1
Bukidnon Woodcock,bukwoo1
Javan Woodcock,duswoo4
New Guinea Woodcock,duswoo3
Sulawesi Woodcock,sulwoo1
Moluccan Woodcock,molwoo1
American Woodcock,amewoo
North Island Snipe,noisni1
South Island Snipe,soisni1
Forbes's Snipe,forsni1
Chatham Islands Snipe,chisni1
Snares Island Snipe,snisni1
Subantarctic Snipe,subsni1
Imperial Snipe,impsni1
Jameson's Snipe,andsni1
Fuegian Snipe,fuesni1
Solitary Snipe,solsni1
Latham's Snipe,latsni1
Wood Snipe,woosni1
Great Snipe,gresni1
Common Snipe,comsni
Wilson's Snipe,wilsni1
South American Snipe,soasni1
Puna Snipe,punsni1
Noble Snipe,nobsni1
Pin-tailed Snipe,pitsni
Swinhoe's Snipe,swisni1
African Snipe,afrsni1
Madagascar Snipe,madsni1
Giant Snipe,giasni1
Terek Sandpiper,tersan
Wilson's Phalarope,wilpha
Red-necked Phalarope,renpha
Red Phalarope,redpha1
Common Sandpiper,comsan
Spotted Sandpiper,sposan
Green Sandpiper,grnsan
Solitary Sandpiper,solsan
Gray-tailed Tattler,gyttat1
Wandering Tattler,wantat1
Spotted Redshank,spored
Greater Yellowlegs,greyel
Common Greenshank,comgre
Nordmann's Greenshank,norgre1
Willet,willet1
Lesser Yellowlegs,lesyel
Marsh Sandpiper,marsan
Wood Sandpiper,woosan
Common Redshank,comred1
Small Buttonquail,smabut2
Red-backed Buttonquail,rebbut2
Hottentot Buttonquail,hotbut2
Yellow-legged Buttonquail,yelbut1
Spotted Buttonquail,spobut2
Barred Buttonquail,barbut1
Madagascar Buttonquail,madbut1
Black-breasted Buttonquail,blbbut2
Chestnut-backed Buttonquail,chbbut2
Buff-breasted Buttonquail,bubbut1
Painted Buttonquail,paibut
Luzon Buttonquail,luzbut1
Sumba Buttonquail,sumbut1
Red-chested Buttonquail,recbut1
Little Buttonquail,litbut1
Quail-plover,quail-1
Crab-Plover,craplo1
Cream-colored Courser,crccou1
Somali Courser,somcou1
Burchell's Courser,burcou2
Temminck's Courser,temcou1
Indian Courser,indcou1
Double-banded Courser,dobcou2
Three-banded Courser,thbcou1
Bronze-winged Courser,brwcou1
Jerdon's Courser,jercou1
Australian Pratincole,auspra1
Collared Pratincole,colpra
Oriental Pratincole,oripra
Black-winged Pratincole,blwpra1
Madagascar Pratincole,madpra1
Rock Pratincole,rocpra1
Gray Pratincole,grypra1
Small Pratincole,smapra1
Great Skua,gresku1
Chilean Skua,chisku1
South Polar Skua,sopsku1
Brown Skua,brnsku3
Pomarine Jaeger,pomjae
Parasitic Jaeger,parjae
Long-tailed Jaeger,lotjae
Dovekie,doveki
Common Murre,commur
Thick-billed Murre,thbmur
Razorbill,razorb
Great Auk,greauk
Black Guillemot,blkgui
Pigeon Guillemot,piggui
Spectacled Guillemot,spegui1
Long-billed Murrelet,lobmur
Marbled Murrelet,marmur
Kittlitz's Murrelet,kitmur
Scripps's Murrelet,xanmur2
Guadalupe Murrelet,xanmur1
Craveri's Murrelet,cramur
Ancient Murrelet,ancmur
Japanese Murrelet,japmur1
Cassin's Auklet,casauk
Parakeet Auklet,parauk
Least Auklet,leaauk
Whiskered Auklet,whiauk
Crested Auklet,creauk
Rhinoceros Auklet,rhiauk
Atlantic Puffin,atlpuf
Horned Puffin,horpuf
Tufted Puffin,tufpuf
Swallow-tailed Gull,swtgul1
Black-legged Kittiwake,bklkit
Red-legged Kittiwake,relkit
Ivory Gull,ivogul
Sabine's Gull,sabgul
Saunders's Gull,saugul2
Slender-billed Gull,slbgul1
Bonaparte's Gull,bongul
Andean Gull,andgul1
Brown-hooded Gull,brhgul2
Black-billed Gull,blbgul1
Red-billed Gull,rebgul1
Silver Gull,silgul1
Gray-hooded Gull,grhgul
Hartlaub's Gull,hargul1
Black-headed Gull,bkhgul
Brown-headed Gull,bnhgul1
Little Gull,litgul
Ross's Gull,rosgul
Dolphin Gull,dolgul2
Gray Gull,grygul
Laughing Gull,laugul
Franklin's Gull,fragul
Lava Gull,lavgul1
Mediterranean Gull,medgul1
Relict Gull,relgul2
White-eyed Gull,whegul2
Sooty Gull,soogul2
Pallas's Gull,gbhgul2
Audouin's Gull,audgul1
Belcher's Gull,belgul
Olrog's Gull,olrgul1
Black-tailed Gull,bktgul
Pacific Gull,pacgul1
Heermann's Gull,heegul
Mew Gull,mewgul
Ring-billed Gull,ribgul
Western Gull,wesgul
Yellow-footed Gull,yefgul
California Gull,calgul
Herring Gull,hergul
Yellow-legged Gull,yelgul1
Caspian Gull,casgul2
Armenian Gull,armgul1
Iceland Gull,y00478
Lesser Black-backed Gull,lbbgul
Slaty-backed Gull,slbgul
Glaucous-winged Gull,glwgul
Glaucous Gull,glagul
Great Black-backed Gull,gbbgul
Kelp Gull,kelgul
Brown Noddy,brnnod
Black Noddy,blknod
Lesser Noddy,lesnod1
Gray Noddy,grynod1
Blue-gray Noddy,bugnod
White Tern,whiter
Sooty Tern,sooter1
Gray-backed Tern,gybter1
Bridled Tern,briter1
Aleutian Tern,aleter1
Little Tern,litter1
Least Tern,leater1
Yellow-billed Tern,yebter2
Australian Fairy Tern,faiter2
Peruvian Tern,perter2
Saunders's Tern,sauter2
Damara Tern,damter2
Large-billed Tern,labter1
Gull-billed Tern,gubter1
Caspian Tern,caster1
Inca Tern,incter1
Black Tern,blkter
White-winged Tern,whwter
Whiskered Tern,whiter2
Black-fronted Tern,blfter1
Roseate Tern,roster
White-fronted Tern,whfter1
Black-naped Tern,blnter1
Common Tern,comter
Arctic Tern,arcter
South American Tern,soater1
Antarctic Tern,antter1
Forster's Tern,forter
Snowy-crowned Tern,truter
Black-bellied Tern,blbter1
River Tern,rivter1
White-cheeked Tern,whcter1
Kerguelen Tern,kerter1
Royal Tern,royter1
Great Crested Tern,grcter1
Sandwich Tern,santer1
Elegant Tern,eleter1
Lesser Crested Tern,lecter2
Chinese Crested Tern,chcter2
Black Skimmer,blkski
African Skimmer,afrski1
Indian Skimmer,indski1
Tibetan Sandgrouse,tibsan1
Pallas's Sandgrouse,palsan1
Pin-tailed Sandgrouse,pitsan1
Namaqua Sandgrouse,namsan1
Chestnut-bellied Sandgrouse,chbsan
Spotted Sandgrouse,sposan1
Black-bellied Sandgrouse,blbsan1
Yellow-throated Sandgrouse,yetsan1
Crowned Sandgrouse,crosan1
Black-faced Sandgrouse,blfsan1
Madagascar Sandgrouse,madsan1
Lichtenstein's Sandgrouse,licsan1
Double-banded Sandgrouse,dobsan1
Four-banded Sandgrouse,fobsan1
Painted Sandgrouse,paisan1
Burchell's Sandgrouse,bursan1
Rock Pigeon,rocpig
Hill Pigeon,hilpig1
Snow Pigeon,snopig1
Speckled Pigeon,spepig1
White-collared Pigeon,whcpig1
Stock Dove,stodov1
Pale-backed Pigeon,pabpig1
Somali Pigeon,sompig1
Common Wood-Pigeon,cowpig1
Trocaz Pigeon,tropig1
Bolle's Pigeon,bolpig1
Afep Pigeon,afepig1
Laurel Pigeon,laupig1
Rameron Pigeon,rampig1
Cameroon Pigeon,campig1
Maroon Pigeon,marpig1
Delegorgue's Pigeon,delpig1
Bronze-naped Pigeon,brnpig1
Sao Tome Pigeon,satpig1
